# TUFS Basic Turkish Wordnet	tur	http://www.coelang.tufs.ac.jp/mt/tr/	CC BY 4.0
15210045-n	tur:lemma	Ocak
00393105-a	tur:exe	0	Müdür, sırtına beyaz gömlek giymiş, ellerini göbeğinin üstünden kavuşturmuş.
00393105-a	tur:count	beyaz	1
00393105-a	tur:pron	beyaz			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1972.mp3	
08625073-n	tur:lemma	sağ
08625073-n	tur:exe	0	Senin sağ tarafında kim oturuyor?
08625073-n	tur:count	sağ	1
08625073-n	tur:pron	sağ			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1593.mp3	
03051540-n	tur:lemma	elbise
03051540-n	tur:exe	0	Yeni elbise mi alacaksın?
03051540-n	tur:count	elbise	1
03051540-n	tur:pron	elbise			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1814.mp3	
02728440-n	tur:lemma	elbise
02728440-n	tur:exe	0	Yeni elbise mi alacaksın?
02728440-n	tur:count	elbise	1
02728440-n	tur:pron	elbise			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1814.mp3	
02728440-n	tur:lemma	elbise
02728440-n	tur:exe	0	Yeni elbise mi alacaksın?
02728440-n	tur:exe	1	Murat yeni takım elbise almış.
02728440-n	tur:count	elbise	2
02728440-n	tur:pron	elbise			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1814.mp3	
03419014-n	tur:lemma	elbise
03419014-n	tur:exe	0	Yeni elbise mi alacaksın?
03419014-n	tur:count	elbise	1
03419014-n	tur:pron	elbise			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1814.mp3	
15165289-n	tur:lemma	sabah
15165289-n	tur:exe	0	Fatma sabah erken kalkar. 
15165289-n	tur:exe	1	Her sabah bu parka yaşlı bir adam gelirmiş.  
15165289-n	tur:exe	2	Sabah erkenden Beşiktaş’a gitmeyi düşünüyorum.
15165289-n	tur:exe	3	Sabaha kadar içtim.
15165289-n	tur:count	sabah	4
15165289-n	tur:pron	sabah			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1903.mp3	
15165289-n	tur:lemma	öğleden önce
15165289-n	tur:exe	0	Öğleden önce işim var.
15165289-n	tur:count	öğleden önce	1
15165289-n	tur:pron	öğleden önce			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1902.mp3	
00109151-r	tur:lemma	orası
00109151-r	tur:lemma	orada
00109151-r	tur:exe	0	Orası çok sakin bir yer.
00109151-r	tur:exe	1	Sözlük orada kitaplıkta.
00109151-r	tur:exe	2	Orada tükenmez kalem var mı?
00109151-r	tur:exe	3	Orada neler satılıyor?
00109151-r	tur:exe	4	Oraya kadar ben götüreyim mi?
00109151-r	tur:exe	5	Oradaki kül tablasını alır mısın?
00109151-r	tur:count	orası	1
00109151-r	tur:count	orada	4
00109151-r	tur:pron	orada			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1582.mp3	
03720163-n	tur:lemma	harita
03720163-n	tur:exe	0	Dünya haritasını arıyorum da.
03720163-n	tur:count	harita	1
03720163-n	tur:pron	harita			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1579.mp3	
00024996-a	tur:lemma	yeni
00024996-a	tur:exe	0	Yeni elbise mi alacaksın?
00024996-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
00024996-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
00024996-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
00024996-a	tur:exe	4	Yeni palto almam gerekiyor.
00024996-a	tur:exe	5	Murat yeni takım elbise almış.
00024996-a	tur:exe	6	Okula yeni öğrenciler geldi．
00024996-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
00024996-a	tur:exe	8	Yeni elemanı gördün mü?
00024996-a	tur:count	yeni	9
00024996-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
01642477-a	tur:lemma	yeni
01642477-a	tur:exe	0	Yeni elbise mi alacaksın?
01642477-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
01642477-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
01642477-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
01642477-a	tur:exe	4	Yeni palto almam gerekiyor.
01642477-a	tur:exe	5	Murat yeni takım elbise almış.
01642477-a	tur:exe	6	Okula yeni öğrenciler geldi．
01642477-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
01642477-a	tur:exe	8	Yeni elemanı gördün mü?
01642477-a	tur:count	yeni	9
01642477-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
01641648-a	tur:lemma	yeni
01641648-a	tur:exe	0	Yeni elbise mi alacaksın?
01641648-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
01641648-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
01641648-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
01641648-a	tur:exe	4	Yeni palto almam gerekiyor.
01641648-a	tur:exe	5	Murat yeni takım elbise almış.
01641648-a	tur:exe	6	Okula yeni öğrenciler geldi．
01641648-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
01641648-a	tur:exe	8	Yeni elemanı gördün mü?
01641648-a	tur:count	yeni	9
01641648-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
01687167-a	tur:lemma	yeni
01687167-a	tur:exe	0	Yeni elbise mi alacaksın?
01687167-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
01687167-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
01687167-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
01687167-a	tur:exe	4	Yeni palto almam gerekiyor.
01687167-a	tur:exe	5	Murat yeni takım elbise almış.
01687167-a	tur:exe	6	Okula yeni öğrenciler geldi．
01687167-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
01687167-a	tur:exe	8	Yeni elemanı gördün mü?
01687167-a	tur:count	yeni	9
01687167-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
02584699-a	tur:lemma	yeni
02584699-a	tur:exe	0	Yeni elbise mi alacaksın?
02584699-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
02584699-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
02584699-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
02584699-a	tur:exe	4	Yeni palto almam gerekiyor.
02584699-a	tur:exe	5	Murat yeni takım elbise almış.
02584699-a	tur:exe	6	Okula yeni öğrenciler geldi．
02584699-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
02584699-a	tur:exe	8	Yeni elemanı gördün mü?
02584699-a	tur:count	yeni	9
02584699-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
01686439-a	tur:lemma	yeni
01686439-a	tur:exe	0	Yeni elbise mi alacaksın?
01686439-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
01686439-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
01686439-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
01686439-a	tur:exe	4	Yeni palto almam gerekiyor.
01686439-a	tur:exe	5	Murat yeni takım elbise almış.
01686439-a	tur:exe	6	Okula yeni öğrenciler geldi．
01686439-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
01686439-a	tur:exe	8	Yeni elemanı gördün mü?
01686439-a	tur:count	yeni	9
01686439-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
02070491-a	tur:lemma	yeni
02070491-a	tur:exe	0	Yeni elbise mi alacaksın?
02070491-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
02070491-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
02070491-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
02070491-a	tur:exe	4	Yeni palto almam gerekiyor.
02070491-a	tur:exe	5	Murat yeni takım elbise almış.
02070491-a	tur:exe	6	Okula yeni öğrenciler geldi．
02070491-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
02070491-a	tur:exe	8	Yeni elemanı gördün mü?
02070491-a	tur:count	yeni	9
02070491-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
02013758-a	tur:lemma	yeni
02013758-a	tur:exe	0	Yeni elbise mi alacaksın?
02013758-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
02013758-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
02013758-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
02013758-a	tur:exe	4	Yeni palto almam gerekiyor.
02013758-a	tur:exe	5	Murat yeni takım elbise almış.
02013758-a	tur:exe	6	Okula yeni öğrenciler geldi．
02013758-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
02013758-a	tur:exe	8	Yeni elemanı gördün mü?
02013758-a	tur:count	yeni	9
02013758-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
01640850-a	tur:lemma	yeni
01640850-a	tur:exe	0	Yeni elbise mi alacaksın?
01640850-a	tur:exe	1	Murat yeni ayakkabıyla okula geldi.
01640850-a	tur:exe	2	Kızılay'da yeni bir büyük mağaza yapıldı.
01640850-a	tur:exe	3	Yeni pantalon giydim ama kimse fark etmedi.
01640850-a	tur:exe	4	Yeni palto almam gerekiyor.
01640850-a	tur:exe	5	Murat yeni takım elbise almış.
01640850-a	tur:exe	6	Okula yeni öğrenciler geldi．
01640850-a	tur:exe	7	Ağabeyimin bisikleti yeni, benimki eski.
01640850-a	tur:exe	8	Yeni elemanı gördün mü?
01640850-a	tur:count	yeni	9
01640850-a	tur:pron	yeni			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1750.mp3	
00894552-n	tur:lemma	alıştırma
00894552-n	tur:exe	0	Hadi, tekrar alıştırma yapalım.
00894552-n	tur:count	alıştırma	1
00894552-n	tur:pron	alıştırma			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1617.mp3	
01292683-a	tur:lemma	sev-
01292683-a	tur:exe	0	Yabancı dil öğrenmeyi severim.
01292683-a	tur:exe	1	Et ve balık, hangisini daha çok seviyorsunuz?
01292683-a	tur:exe	2	Ben kitap okumayı çok severim.
01292683-a	tur:exe	3	Radyo dinlemeyi severim.
01292683-a	tur:exe	4	Tatlı sever misin?
01292683-a	tur:exe	5	Ayrıca şarabı da severim.
01292683-a	tur:exe	6	Başka ne yapmayı seviyorsun?
01292683-a	tur:exe	7	Evet, rakı içmeyi severim.
01292683-a	tur:exe	8	Ben koyu renk severim.
01292683-a	tur:pron	sev-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1930.mp3	
01292683-a	tur:lemma	sev-
01292683-a	tur:exe	0	Japon yemeğini sevdin mi?
01292683-a	tur:pron	sev-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1930.mp3	
01777210-v	tur:lemma	sev-
01777210-v	tur:exe	0	Yabancı dil öğrenmeyi severim.
01777210-v	tur:exe	1	Et ve balık, hangisini daha çok seviyorsunuz?
01777210-v	tur:exe	2	Ben kitap okumayı çok severim.
01777210-v	tur:exe	3	Radyo dinlemeyi severim.
01777210-v	tur:exe	4	Tatlı sever misin?
01777210-v	tur:exe	5	Ayrıca şarabı da severim.
01777210-v	tur:exe	6	Başka ne yapmayı seviyorsun?
01777210-v	tur:exe	7	Evet, rakı içmeyi severim.
01777210-v	tur:exe	8	Ben koyu renk severim.
01777210-v	tur:pron	sev-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1930.mp3	
01777210-v	tur:lemma	sev-
01777210-v	tur:exe	0	Japon yemeğini sevdin mi?
01777210-v	tur:pron	sev-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1930.mp3	
03038685-n	tur:lemma	sınıf
03038685-n	tur:exe	0	Sınıfta öğrenciler bekliyor.
03038685-n	tur:exe	1	Zamanında çalışmadı. Onun için sınıfta kaldı.
03038685-n	tur:count	sınıf	2
03038685-n	tur:pron	sınıf			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1599.mp3	
00296131-r	tur:lemma	belki
00296131-r	tur:exe	0	O belki buradan kalkmıştır.
00296131-r	tur:count	belki	1
00296131-r	tur:pron	belki			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1995.mp3	
00154449-r	tur:lemma	belki
00154449-r	tur:exe	0	O belki buradan kalkmıştır.
00154449-r	tur:count	belki	1
00154449-r	tur:pron	belki			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1995.mp3	
03001627-n	tur:lemma	sandalye
03001627-n	tur:exe	0	Sandalyede kedi oturuyor.
03001627-n	tur:count	sandalye	1
03001627-n	tur:pron	sandalye			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1565.mp3	
01914947-v	tur:lemma	koş-
01914947-v	tur:exe	0	Sağlık için her gün koşuyorum.
01914947-v	tur:pron	koş-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1495.mp3	
01926311-v	tur:lemma	koş-
01926311-v	tur:exe	0	Sağlık için her gün koşuyorum.
01926311-v	tur:pron	koş-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1495.mp3	
02005496-v	tur:lemma	dön-
02005496-v	tur:exe	0	Saat kaçta eve döneceksin?
02005496-v	tur:pron	dön-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1562.mp3	
04379243-n	tur:lemma	masa
04379243-n	tur:exe	0	Masaya kaç tane tabak lazım?
04379243-n	tur:exe	1	Yemek için masayı hazırlayayım mı?
04379243-n	tur:count	masa	2
04379243-n	tur:pron	masa			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1564.mp3	
04298308-n	tur:lemma	merdiven
04298308-n	tur:exe	0	Çocuk merdivenden düşmüş.
04298308-n	tur:count	merdiven	1
04298308-n	tur:pron	merdiven			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1637.mp3	
00037919-v	tur:lemma	banyo yap-
00037919-v	tur:exe	0	Dışarı çıkmadan önce banyo yapayım.
00037919-v	tur:pron	banyo yap-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1719.mp3	
01532589-v	tur:lemma	temizle-
01532589-v	tur:exe	0	Misafir gelmeden önce evi temizlemem lazım.
01532589-v	tur:pron	temizle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1554.mp3	
01533442-v	tur:lemma	temizle-
01533442-v	tur:exe	0	Misafir gelmeden önce evi temizlemem lazım.
01533442-v	tur:pron	temizle-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1554.mp3	
07663592-n	tur:lemma	dana eti
07663592-n	tur:exe	0	Bir kilo dana eti alalım.
07663592-n	tur:count	dana eti	1
07663592-n	tur:pron	dana eti			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1535.mp3	
08182962-n	tur:lemma	kalabalık
08182962-n	tur:exe	0	Kalabalık insanların önünde konuşmaya alışık değilim.
08182962-n	tur:count	kalabalık	1
08182962-n	tur:pron	kalabalık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1960.mp3	
08182379-n	tur:lemma	kalabalık
08182379-n	tur:exe	0	Kalabalık insanların önünde konuşmaya alışık değilim.
08182379-n	tur:count	kalabalık	1
08182379-n	tur:pron	kalabalık			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1960.mp3	
80000079-n	tur:lemma	geçen ay
80000079-n	tur:exe	0	Geçen ay sizden sipariş ettiğimiz mallar henüz bize ulaşmadı.
80000079-n	tur:count	geçen ay	1
80000079-n	tur:pron	geçen ay			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1868.mp3	
10020890-n	tur:lemma	doktor
10020890-n	tur:exe	0	Ahmet Bey doktor mu? Evet, doktor./ Hayır, doktor değil.
10020890-n	tur:exe	1	Benim ağabeyim doktor.
10020890-n	tur:exe	2	Doktor Bey, son günlerde göğsüm ağrıyor.
10020890-n	tur:count	doktor	5
10020890-n	tur:pron	doktor			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1625.mp3	
10305802-n	tur:lemma	doktor
10305802-n	tur:exe	0	Ahmet Bey doktor mu? Evet, doktor./ Hayır, doktor değil.
10305802-n	tur:exe	1	Benim ağabeyim doktor.
10305802-n	tur:exe	2	Doktor Bey, son günlerde göğsüm ağrıyor.
10305802-n	tur:count	doktor	5
10305802-n	tur:pron	doktor			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1625.mp3	
03710193-n	tur:lemma	posta kutusu
03710193-n	tur:exe	0	Buralarda posta kutusu var mı?
03710193-n	tur:count	posta kutusu	1
03710193-n	tur:pron	posta kutusu			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1685.mp3	
03989074-n	tur:lemma	posta kutusu
03989074-n	tur:exe	0	Buralarda posta kutusu var mı?
03989074-n	tur:count	posta kutusu	1
03989074-n	tur:pron	posta kutusu			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1685.mp3	
15211806-n	tur:lemma	Haziran
15211806-n	tur:exe	0	3 Haziran'da parti yapacağız.
15211806-n	tur:count	Haziran	1
15211806-n	tur:pron	Haziran			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1864.mp3	
04489008-n	tur:lemma	pantolon
04489008-n	tur:exe	0	Kot pantolon alalım.
04489008-n	tur:count	pantolon	1
04489008-n	tur:pron	pantolon			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1705.mp3	
04230808-n	tur:lemma	etek
04230808-n	tur:exe	0	Son günlerde kısa etek çok moda.
04230808-n	tur:count	etek	1
04230808-n	tur:pron	etek			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1703.mp3	
08544813-n	tur:lemma	ülke
08544813-n	tur:exe	0	Hiç yabancı ülkeye gittin mi?
08544813-n	tur:exe	1	Hangi ülkeye gitmek istiyorsunuz ?
08544813-n	tur:count	ülke	2
08544813-n	tur:pron	ülke			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1485.mp3	
08490199-n	tur:lemma	ülke
08490199-n	tur:exe	0	Hiç yabancı ülkeye gittin mi?
08490199-n	tur:exe	1	Hangi ülkeye gitmek istiyorsunuz ?
08490199-n	tur:count	ülke	2
08490199-n	tur:pron	ülke			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1485.mp3	
00081737-r	tur:lemma	her yıl
00081737-r	tur:exe	0	Bu toplantı her yıl yapılıyor mu?
00081737-r	tur:count	her yıl	1
00081737-r	tur:pron	her yıl			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1888.mp3	
00018158-v	tur:lemma	kalk-
00018158-v	tur:exe	0	Bugün saat kaçta kalktın?
00018158-v	tur:exe	1	Ayhan Bey bugün geç kalktı.
00018158-v	tur:exe	2	Fatma sabah erken kalkar. 
00018158-v	tur:pron	kalk-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1574.mp3	
05538625-n	tur:lemma	baş
05538625-n	tur:exe	0	Soğuk almışım. Başım ağrıyor.
05538625-n	tur:count	baş	1
05538625-n	tur:pron	baş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1631.mp3	
02418686-v	tur:lemma	oyna-
02418686-v	tur:exe	0	Çocuklar bahçede oynarken yağmur yağmaya başladı.
02418686-v	tur:exe	1	Çocoklar havuzun kenarında oynamasınlar.   
02418686-v	tur:exe	2	Basketbolu çok kötü oynarım.
02418686-v	tur:pron	oyna-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1490.mp3	
04965661-n	tur:lemma	sarı
04965661-n	tur:exe	0	Saçları sapsarı olmuş, başka insan gibiydi.
04965661-n	tur:count	sarı	1
04965661-n	tur:pron	sarı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1978.mp3	
02561888-a	tur:lemma	dar
02561888-a	tur:exe	0	dar ev.
02561888-a	tur:count	dar	1
02561888-a	tur:pron	dar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1740.mp3	
00476663-a	tur:lemma	dar
00476663-a	tur:exe	0	dar ev.
00476663-a	tur:count	dar	1
00476663-a	tur:pron	dar			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1740.mp3	
05137165-n	tur:lemma	yükseklik
05137165-n	tur:exe	0	Bu binanın yüksekliği ne kadar?
05137165-n	tur:pron	yükseklik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1775.mp3	
05131647-n	tur:lemma	yükseklik
05131647-n	tur:exe	0	Bu binanın yüksekliği ne kadar?
05131647-n	tur:pron	yükseklik			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1775.mp3	
00009966-r	tur:lemma	…(y)ın
00009966-r	tur:exe	0	Buna bakın.
00009966-r	tur:exe	1	Hadi içeriye girin.
00009966-r	tur:exe	2	Önce suyu kaynatın, sonra içine sebzeleri koyun.
00009966-r	tur:exe	3	Oturup çay için, bekleyin.
00009966-r	tur:pron	…(y)ın			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1707.mp3	
00009966-r	tur:lemma	bir şey değil
00009966-r	tur:exe	0	- Çok teşekkür ederim.\n- Bir şey değil.
00009966-r	tur:count	bir şey değil	1
00009966-r	tur:pron	bir şey değil			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1678.mp3	
00009966-r	tur:lemma	lütfen
00009966-r	tur:exe	0	Lütfen bana da yardım edebilir misiniz?
00009966-r	tur:exe	1	Daha sonra, bilgisayarınızın tüm fişlerinin prize takılı olup olmadığını kontrol ediniz lütfen.
00009966-r	tur:exe	2	Burada sigara içmeyiniz lütfen.
00009966-r	tur:exe	3	Benim bilgisayarımı bir daha kullanma lütfen.
00009966-r	tur:exe	4	Bir dakika lütfen....
00009966-r	tur:count	lütfen	5
00009966-r	tur:pron	lütfen			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1682.mp3	
10103485-n	tur:lemma	yabancı
10103485-n	tur:exe	0	Yabancı da katılabilir mi?
10103485-n	tur:count	yabancı	1
10103485-n	tur:pron	yabancı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1480.mp3	
02958343-n	tur:lemma	araba
02958343-n	tur:exe	0	Arabanın altından bir kedi çıktı.
02958343-n	tur:count	araba	1
02958343-n	tur:pron	araba			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1513.mp3	
03924069-n	tur:lemma	plak
03924069-n	tur:exe	0	Son günlerde plak çok az kullanılıyor.
03924069-n	tur:count	plak	1
03924069-n	tur:pron	plak			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1924.mp3	
10332385-n	tur:lemma	anne
10332385-n	tur:exe	0	Çocuk annesini görünce sustu.
10332385-n	tur:count	anne	1
10332385-n	tur:pron	anne			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1790.mp3	
10332385-n	tur:lemma	anne
10332385-n	tur:exe	0	Anne, bunu alır mısın?
10332385-n	tur:count	anne	1
10332385-n	tur:pron	anne			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1790.mp3	
02410855-v	tur:lemma	çalış-
02410855-v	tur:exe	0	Arkadaşım bankada çalışıyor. 
02410855-v	tur:pron	çalış-			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1523.mp3	
07668702-n	tur:lemma	domuz eti
07668702-n	tur:exe	0	Türkiye'de domuz eti bulmak çok zor.
07668702-n	tur:count	domuz eti	1
07668702-n	tur:pron	domuz eti			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1544.mp3	
00081836-n	tur:lemma	alışveriş
00081836-n	tur:exe	0	Hatice çarşıya gidip alışveriş yaptı.
00081836-n	tur:count	alışveriş	1
00081836-n	tur:pron	alışveriş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1700.mp3	
04203889-n	tur:lemma	alışveriş
04203889-n	tur:exe	0	Hatice çarşıya gidip alışveriş yaptı.
04203889-n	tur:count	alışveriş	1
04203889-n	tur:pron	alışveriş			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1700.mp3	
13836136-n	tur:lemma	batı
13836136-n	tur:exe	0	Türkiye'nin batısında Yunanistan var.
13836136-n	tur:count	batı	1
13836136-n	tur:pron	batı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1778.mp3	
02368336-a	tur:lemma	tatlı
02368336-a	tur:exe	0	Çok tatlı olmasın.
02368336-a	tur:count	tatlı	1
02368336-a	tur:pron	tatlı			https://www.coelang.tufs.ac.jp/mt/tr/vmod/sound/word/word_1657.mp3	
04254777-n	tur:lemma	çorap
04254777-n	tur:exe	0	Köşede bağdaş kurmuş, önce kunduralarını, sonra da çoraplarını çıkarmış.
04254777-n	tur:count	çorap	1
