# TUFS Basic Chinese, Mandarin Wordnet	cmn	http://www.coelang.tufs.ac.jp/mt/zh/	CC BY 4.0
00393105-a	cmn:lemma	白色	báisè__orth:pīnyīn
00393105-a	cmn:exe	0	她穿着一身白色的衣服。
00393105-a	cmn:count	白色	1
00393105-a	cmn:pron	白色	báisè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_497.mp3	
08625073-n	cmn:lemma	右边	yòubian__orth:pīnyīn
08625073-n	cmn:exe	0	右边儿看到的是东京铁塔。
08625073-n	cmn:count	右边	1
08625073-n	cmn:pron	右边	yòubian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_118.mp3	
03051540-n	cmn:lemma	衣服	yīfu__orth:pīnyīn
03051540-n	cmn:exe	0	这件衣服有点儿贵。
03051540-n	cmn:count	衣服	1
03051540-n	cmn:pron	衣服	yīfu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_339.mp3	
02728440-n	cmn:lemma	衣服	yīfu__orth:pīnyīn
02728440-n	cmn:exe	0	这件衣服有点儿贵。
02728440-n	cmn:count	衣服	1
02728440-n	cmn:pron	衣服	yīfu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_339.mp3	
03419014-n	cmn:lemma	衣服	yīfu__orth:pīnyīn
03419014-n	cmn:exe	0	这件衣服有点儿贵。
03419014-n	cmn:count	衣服	1
03419014-n	cmn:pron	衣服	yīfu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_339.mp3	
15165289-n	cmn:lemma	早上	zǎoshang__orth:pīnyīn
15165289-n	cmn:exe	0	明天早上第一节就交。
15165289-n	cmn:count	早上	1
15165289-n	cmn:pron	早上	zǎoshang	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_428.mp3	
15165289-n	cmn:lemma	上午	shàngwǔ__orth:pīnyīn
15165289-n	cmn:exe	0	后天上午十点参加口试。
15165289-n	cmn:count	上午	1
15165289-n	cmn:pron	上午	shàngwǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_427.mp3	
00109151-r	cmn:lemma	那儿	nàr__orth:pīnyīn
00109151-r	cmn:exe	0	放在那儿吧。
00109151-r	cmn:count	那儿	1
00109151-r	cmn:pron	那儿	nàr	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_108.mp3	
03720163-n	cmn:lemma	地图	dìtú__orth:pīnyīn
03720163-n	cmn:exe	0	墙上有一张地图。
03720163-n	cmn:count	地图	1
03720163-n	cmn:pron	地图	dìtú	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_104.mp3	
00024996-a	cmn:lemma	新	xīn__orth:pīnyīn
00024996-a	cmn:exe	0	我们宿舍来了一个新同学。
00024996-a	cmn:count	新	2
00024996-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
01642477-a	cmn:lemma	新	xīn__orth:pīnyīn
01642477-a	cmn:exe	0	我们宿舍来了一个新同学。
01642477-a	cmn:count	新	2
01642477-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
01641648-a	cmn:lemma	新	xīn__orth:pīnyīn
01641648-a	cmn:exe	0	我们宿舍来了一个新同学。
01641648-a	cmn:count	新	2
01641648-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
01687167-a	cmn:lemma	新	xīn__orth:pīnyīn
01687167-a	cmn:exe	0	我们宿舍来了一个新同学。
01687167-a	cmn:count	新	2
01687167-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
02584699-a	cmn:lemma	新	xīn__orth:pīnyīn
02584699-a	cmn:exe	0	我们宿舍来了一个新同学。
02584699-a	cmn:count	新	2
02584699-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
01686439-a	cmn:lemma	新	xīn__orth:pīnyīn
01686439-a	cmn:exe	0	我们宿舍来了一个新同学。
01686439-a	cmn:count	新	2
01686439-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
02070491-a	cmn:lemma	新	xīn__orth:pīnyīn
02070491-a	cmn:exe	0	我们宿舍来了一个新同学。
02070491-a	cmn:count	新	2
02070491-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
02013758-a	cmn:lemma	新	xīn__orth:pīnyīn
02013758-a	cmn:exe	0	我们宿舍来了一个新同学。
02013758-a	cmn:count	新	2
02013758-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
01640850-a	cmn:lemma	新	xīn__orth:pīnyīn
01640850-a	cmn:exe	0	我们宿舍来了一个新同学。
01640850-a	cmn:count	新	2
01640850-a	cmn:pron	新	xīn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_275.mp3	
00894552-n	cmn:lemma	练习	liànxí__orth:pīnyīn
00894552-n	cmn:exe	0	他正在做练习。
00894552-n	cmn:count	练习	1
00894552-n	cmn:pron	练习	liànxí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_142.mp3	
01292683-a	cmn:lemma	喜欢	xǐhuan__orth:pīnyīn
01292683-a	cmn:exe	0	你喜欢哪个，我给你哪个。
01292683-a	cmn:count	喜欢	1
01292683-a	cmn:pron	喜欢	xǐhuan	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_455.mp3	
01292683-a	cmn:lemma	喜欢	xǐhuan__orth:pīnyīn
01292683-a	cmn:exe	0	你喜欢听音乐吗?
01292683-a	cmn:count	喜欢	1
01292683-a	cmn:pron	喜欢	xǐhuan	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_455.mp3	
01777210-v	cmn:lemma	喜欢	xǐhuan__orth:pīnyīn
01777210-v	cmn:exe	0	你喜欢哪个，我给你哪个。
01777210-v	cmn:count	喜欢	1
01777210-v	cmn:pron	喜欢	xǐhuan	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_455.mp3	
01777210-v	cmn:lemma	喜欢	xǐhuan__orth:pīnyīn
01777210-v	cmn:exe	0	你喜欢听音乐吗?
01777210-v	cmn:count	喜欢	1
01777210-v	cmn:pron	喜欢	xǐhuan	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_455.mp3	
03038685-n	cmn:lemma	教室	jiàoshì__orth:pīnyīn
03038685-n	cmn:exe	0	上课了，学生们走进教室来。
03038685-n	cmn:exe	1	301教室在哪儿？
03038685-n	cmn:count	教室	4
03038685-n	cmn:pron	教室	jiàoshì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_125.mp3	
00296131-r	cmn:lemma	也许	yěxǔ__orth:pīnyīn
00296131-r	cmn:exe	0	她也许喜欢我,。
00296131-r	cmn:count	也许	1
00296131-r	cmn:pron	也许	yěxǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_520.mp3	
00296131-r	cmn:lemma	大概	dàgài__orth:pīnyīn
00296131-r	cmn:exe	0	我想他大概会同意。
00296131-r	cmn:count	大概	1
00296131-r	cmn:pron	大概	dàgài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_555.mp3	
00154449-r	cmn:lemma	也许	yěxǔ__orth:pīnyīn
00154449-r	cmn:exe	0	她也许喜欢我,。
00154449-r	cmn:count	也许	1
00154449-r	cmn:pron	也许	yěxǔ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_520.mp3	
00154449-r	cmn:lemma	大概	dàgài__orth:pīnyīn
00154449-r	cmn:exe	0	我想他大概会同意。
00154449-r	cmn:count	大概	1
00154449-r	cmn:pron	大概	dàgài	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_555.mp3	
03001627-n	cmn:lemma	椅子	yǐzi__orth:pīnyīn
03001627-n	cmn:exe	0	他从房间里搬出一把椅子来。
03001627-n	cmn:count	椅子	2
03001627-n	cmn:pron	椅子	yǐzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_90.mp3	
01734929-v	cmn:lemma	复印	fùyìn__orth:pīnyīn
01734929-v	cmn:exe	0	请帮我复印一下。
01734929-v	cmn:count	复印	1
01734929-v	cmn:pron	复印	fùyìn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_56.mp3	
01914947-v	cmn:lemma	跑	pǎo__orth:pīnyīn
01914947-v	cmn:exe	0	他跑得快不快?
01914947-v	cmn:count	跑	1
01914947-v	cmn:pron	跑	pǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_20.mp3	
01926311-v	cmn:lemma	跑	pǎo__orth:pīnyīn
01926311-v	cmn:exe	0	他跑得快不快?
01926311-v	cmn:count	跑	1
01926311-v	cmn:pron	跑	pǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_20.mp3	
02005496-v	cmn:lemma	回	huí__orth:pīnyīn
02005496-v	cmn:exe	0	李老师快回国了。
02005496-v	cmn:exe	1	报刊阅读后，请放回原处。
02005496-v	cmn:exe	2	他从中国回来了。
02005496-v	cmn:count	回	3
02005496-v	cmn:pron	回	huí	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_87.mp3	
04379243-n	cmn:lemma	桌子	zhuōzi__orth:pīnyīn
04379243-n	cmn:exe	0	这张桌子我一个人搬不动。
04379243-n	cmn:count	桌子	1
04379243-n	cmn:pron	桌子	zhuōzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_89.mp3	
04298308-n	cmn:lemma	楼梯	lóutī__orth:pīnyīn
04298308-n	cmn:exe	0	楼梯在哪儿?
04298308-n	cmn:count	楼梯	1
04298308-n	cmn:pron	楼梯	lóutī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_162.mp3	
00037919-v	cmn:lemma	洗澡	xǐzǎo__orth:pīnyīn
00037919-v	cmn:exe	0	赶快洗个澡,睡个好觉。
00037919-v	cmn:pron	洗澡	xǐzǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_244.mp3	
01532589-v	cmn:lemma	打扫	dǎsǎo__orth:pīnyīn
01532589-v	cmn:exe	0	妈妈常常叫我打扫屋子。
01532589-v	cmn:count	打扫	1
01532589-v	cmn:pron	打扫	dǎsǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_79.mp3	
01533442-v	cmn:lemma	打扫	dǎsǎo__orth:pīnyīn
01533442-v	cmn:exe	0	妈妈常常叫我打扫屋子。
01533442-v	cmn:count	打扫	1
01533442-v	cmn:pron	打扫	dǎsǎo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_79.mp3	
07663592-n	cmn:lemma	牛肉	niúròu__orth:pīnyīn
07663592-n	cmn:exe	0	我特别爱吃牛肉。
07663592-n	cmn:count	牛肉	2
07663592-n	cmn:pron	牛肉	niúròu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_60.mp3	
08182962-n	cmn:lemma	众多	zhòngduō__orth:pīnyīn
08182962-n	cmn:exe	0	众多的市民参加了她的婚礼。
08182962-n	cmn:count	众多	1
08182962-n	cmn:pron	众多	zhòngduō	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_485.mp3	
08182379-n	cmn:lemma	众多	zhòngduō__orth:pīnyīn
08182379-n	cmn:exe	0	众多的市民参加了她的婚礼。
08182379-n	cmn:count	众多	1
08182379-n	cmn:pron	众多	zhòngduō	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_485.mp3	
80000079-n	cmn:lemma	上个月	shànggeyuè__orth:pīnyīn
80000079-n	cmn:exe	0	上个月我去过一次。
80000079-n	cmn:count	上个月	1
80000079-n	cmn:pron	上个月	shànggeyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_393.mp3	
10020890-n	cmn:lemma	大夫	dàifu__orth:pīnyīn
10020890-n	cmn:exe	0	他是大夫。
10020890-n	cmn:count	大夫	1
10020890-n	cmn:pron	大夫	dàifu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_150.mp3	
10305802-n	cmn:lemma	大夫	dàifu__orth:pīnyīn
10305802-n	cmn:exe	0	他是大夫。
10305802-n	cmn:count	大夫	1
10305802-n	cmn:pron	大夫	dàifu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_150.mp3	
03710193-n	cmn:lemma	邮筒	yóutǒng__orth:pīnyīn
03710193-n	cmn:exe	0	请把信投入邮筒里。
03710193-n	cmn:count	邮筒	1
03710193-n	cmn:pron	邮筒	yóutǒng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_210.mp3	
03989074-n	cmn:lemma	邮筒	yóutǒng__orth:pīnyīn
03989074-n	cmn:exe	0	请把信投入邮筒里。
03989074-n	cmn:count	邮筒	1
03989074-n	cmn:pron	邮筒	yóutǒng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_210.mp3	
15136147-n	cmn:lemma	一个星期	yígexīngqī__orth:pīnyīn
15136147-n	cmn:exe	0	一个星期
15136147-n	cmn:exe	1	一共一个星期。
15136147-n	cmn:count	一个星期	2
15136147-n	cmn:pron	一个星期	yígexīngqī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_407.mp3	
15169873-n	cmn:lemma	一个星期	yígexīngqī__orth:pīnyīn
15169873-n	cmn:exe	0	一个星期
15169873-n	cmn:exe	1	一共一个星期。
15169873-n	cmn:count	一个星期	2
15169873-n	cmn:pron	一个星期	yígexīngqī	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_407.mp3	
15211806-n	cmn:lemma	六月	liùyuè__orth:pīnyīn
15211806-n	cmn:exe	0	今天六月一号国际儿童节。
15211806-n	cmn:count	六月	1
15211806-n	cmn:pron	六月	liùyuè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_389.mp3	
04489008-n	cmn:lemma	裤子	kùzì__orth:pīnyīn
04489008-n	cmn:exe	0	这裤子有点儿肥。
04489008-n	cmn:count	裤子	1
04489008-n	cmn:pron	裤子	kùzì	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_230.mp3	
04230808-n	cmn:lemma	裙子	qúnzi__orth:pīnyīn
04230808-n	cmn:exe	0	她穿着一条红色裙子。
04230808-n	cmn:count	裙子	1
04230808-n	cmn:pron	裙子	qúnzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_228.mp3	
08544813-n	cmn:lemma	国家	guójiā__orth:pīnyīn
08544813-n	cmn:exe	0	他爸爸是国家干部。
08544813-n	cmn:count	国家	2
08544813-n	cmn:pron	国家	guójiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_10.mp3	
08490199-n	cmn:lemma	国家	guójiā__orth:pīnyīn
08490199-n	cmn:exe	0	他爸爸是国家干部。
08490199-n	cmn:count	国家	2
08490199-n	cmn:pron	国家	guójiā	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_10.mp3	
00081737-r	cmn:lemma	每年	měinián__orth:pīnyīn
00081737-r	cmn:exe	0	我每年夏天都去中国旅行。
00081737-r	cmn:count	每年	1
00081737-r	cmn:pron	每年	měinián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_413.mp3	
00018158-v	cmn:lemma	起床	qǐchuáng__orth:pīnyīn
00018158-v	cmn:exe	0	我每天早上五点起床。
00018158-v	cmn:count	起床	1
00018158-v	cmn:pron	起床	qǐchuáng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_99.mp3	
05538625-n	cmn:lemma	头	tóu__orth:pīnyīn
05538625-n	cmn:exe	0	头疼。
05538625-n	cmn:count	头	1
05538625-n	cmn:pron	头	tóu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_156.mp3	
02418686-v	cmn:lemma	玩儿	wánr__orth:pīnyīn
02418686-v	cmn:exe	0	让他去玩儿吧，别管他。
02418686-v	cmn:count	玩儿	1
02418686-v	cmn:pron	玩儿	wánr	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_15.mp3	
04965661-n	cmn:lemma	黄色	huángsè__orth:pīnyīn
04965661-n	cmn:exe	0	院子里晾着黄色手帕。
04965661-n	cmn:count	黄色	2
04965661-n	cmn:pron	黄色	huángsè	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_503.mp3	
02561888-a	cmn:lemma	窄	zhǎi__orth:pīnyīn
02561888-a	cmn:exe	0	这条路很窄。
02561888-a	cmn:count	窄	1
02561888-a	cmn:pron	窄	zhǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_265.mp3	
00476663-a	cmn:lemma	窄	zhǎi__orth:pīnyīn
00476663-a	cmn:exe	0	这条路很窄。
00476663-a	cmn:count	窄	1
00476663-a	cmn:pron	窄	zhǎi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_265.mp3	
05137165-n	cmn:lemma	高	gāo__orth:pīnyīn
05137165-n	cmn:exe	0	这座大楼有多高?
05137165-n	cmn:count	高	2
05137165-n	cmn:pron	高	gāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_63.mp3	
05131647-n	cmn:lemma	高	gāo__orth:pīnyīn
05131647-n	cmn:exe	0	这座大楼有多高?
05131647-n	cmn:count	高	2
05131647-n	cmn:pron	高	gāo	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_63.mp3	
00009966-r	cmn:lemma	请	qǐng__orth:pīnyīn
00009966-r	cmn:exe	0	请坐一会儿。
00009966-r	cmn:exe	1	报刊阅读后，请放回原处。
00009966-r	cmn:count	请	2
00009966-r	cmn:pron	请	qǐng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_207.mp3	
00009966-r	cmn:lemma	别客气	biékèqi__orth:pīnyīn
00009966-r	cmn:exe	0	谢谢。别客气。
00009966-r	cmn:count	别客气	1
00009966-r	cmn:pron	别客气	biékèqi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_203.mp3	
00009966-r	cmn:lemma	请	qǐng__orth:pīnyīn
00009966-r	cmn:exe	0	你先请。
00009966-r	cmn:count	请	1
00009966-r	cmn:pron	请	qǐng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_207.mp3	
10103485-n	cmn:lemma	外国人	wàiguórén__orth:pīnyīn
10103485-n	cmn:exe	0	我不是外国人。
10103485-n	cmn:count	外国人	2
10103485-n	cmn:pron	外国人	wàiguórén	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_5.mp3	
02958343-n	cmn:lemma	汽车	qìchē__orth:pīnyīn
02958343-n	cmn:exe	0	门口停着一辆汽车。
02958343-n	cmn:count	汽车	1
02958343-n	cmn:pron	汽车	qìchē	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_38.mp3	
03924069-n	cmn:lemma	唱片	chàngpiàn__orth:pīnyīn
03924069-n	cmn:exe	0	把唱片儿放在唱机上。
03924069-n	cmn:count	唱片	1
03924069-n	cmn:pron	唱片	chàngpiàn	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_449.mp3	
10332385-n	cmn:lemma	妈妈	māma__orth:pīnyīn
10332385-n	cmn:exe	0	大概是妈妈寄给我的。
10332385-n	cmn:count	妈妈	1
10332385-n	cmn:pron	妈妈	māma	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_315.mp3	
10332385-n	cmn:lemma	妈妈	māma__orth:pīnyīn
10332385-n	cmn:exe	0	妈妈常常叫我打扫屋子。
10332385-n	cmn:count	妈妈	1
10332385-n	cmn:pron	妈妈	māma	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_315.mp3	
07668702-n	cmn:lemma	猪肉	zhūròu__orth:pīnyīn
07668702-n	cmn:exe	0	我不喜欢吃猪肉。
07668702-n	cmn:count	猪肉	1
07668702-n	cmn:pron	猪肉	zhūròu	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_69.mp3	
00081836-n	cmn:lemma	买东西	mǎidōngxi__orth:pīnyīn
00081836-n	cmn:exe	0	那我们去王府井买东西吧。
00081836-n	cmn:count	买东西	1
00081836-n	cmn:pron	买东西	mǎidōngxi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_77.mp3	
04203889-n	cmn:lemma	买东西	mǎidōngxi__orth:pīnyīn
04203889-n	cmn:exe	0	那我们去王府井买东西吧。
04203889-n	cmn:count	买东西	1
04203889-n	cmn:pron	买东西	mǎidōngxi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_77.mp3	
13836136-n	cmn:lemma	西边	xībian__orth:pīnyīn
13836136-n	cmn:exe	0	图书馆的西边儿是教学楼。
13836136-n	cmn:count	西边	1
13836136-n	cmn:pron	西边	xībian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_303.mp3	
02368336-a	cmn:lemma	甜	tián__orth:pīnyīn
02368336-a	cmn:exe	0	他爱吃甜的。
02368336-a	cmn:count	甜	1
02368336-a	cmn:pron	甜	tián	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_182.mp3	
04254777-n	cmn:lemma	袜子	wàzi__orth:pīnyīn
04254777-n	cmn:exe	0	不换拖鞋吗?穿着袜子进去吗?
04254777-n	cmn:count	袜子	1
04254777-n	cmn:pron	袜子	wàzi	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_326.mp3	
01845229-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01845229-v	cmn:exe	0	我打算今年暑假去中国旅行。
01845229-v	cmn:count	旅行	2
01845229-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
01845229-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01845229-v	cmn:exe	0	我非常想去中国旅行。
01845229-v	cmn:count	旅行	2
01845229-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
01846916-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01846916-v	cmn:exe	0	我打算今年暑假去中国旅行。
01846916-v	cmn:count	旅行	2
01846916-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
01846916-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01846916-v	cmn:exe	0	我非常想去中国旅行。
01846916-v	cmn:count	旅行	2
01846916-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
01845720-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01845720-v	cmn:exe	0	我打算今年暑假去中国旅行。
01845720-v	cmn:count	旅行	2
01845720-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
01845720-v	cmn:lemma	旅行	lǚxíng__orth:pīnyīn
01845720-v	cmn:exe	0	我非常想去中国旅行。
01845720-v	cmn:count	旅行	2
01845720-v	cmn:pron	旅行	lǚxíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_13.mp3	
00061203-r	cmn:lemma	后面	hòumian__orth:pīnyīn
00061203-r	cmn:exe	0	跟在队伍的后面。
00061203-r	cmn:count	后面	1
00061203-r	cmn:pron	后面	hòumian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_116.mp3	
10112591-n	cmn:lemma	朋友	péngyou__orth:pīnyīn
10112591-n	cmn:exe	0	朋友给他的信，他连看也没看。
10112591-n	cmn:count	朋友	1
10112591-n	cmn:pron	朋友	péngyou	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_123.mp3	
08588294-n	cmn:lemma	里边	lǐbian__orth:pīnyīn
08588294-n	cmn:exe	0	里边儿没有人。
08588294-n	cmn:count	里边	1
08588294-n	cmn:pron	里边	lǐbian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_297.mp3	
08588152-n	cmn:lemma	里边	lǐbian__orth:pīnyīn
08588152-n	cmn:exe	0	里边儿没有人。
08588152-n	cmn:count	里边	1
08588152-n	cmn:pron	里边	lǐbian	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_297.mp3	
77000021-n	cmn:lemma	你	nǐ__orth:pīnyīn
77000021-n	cmn:exe	0	你
77000021-n	cmn:exe	1	你多大(了)?
77000021-n	cmn:count	你	2
77000021-n	cmn:pron	你	nǐ	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_254.mp3	
77000021-n	cmn:lemma	您	nín__orth:pīnyīn
77000021-n	cmn:exe	0	您
77000021-n	cmn:exe	1	王老师，您休息休息吧!
77000021-n	cmn:exe	2	老师，您好。
77000021-n	cmn:count	您	3
77000021-n	cmn:pron	您	nín	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_255.mp3	
02771169-v	cmn:lemma	晴	qíng__orth:pīnyīn
02771169-v	cmn:exe	0	天晴了。
02771169-v	cmn:count	晴	2
02771169-v	cmn:pron	晴	qíng	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_459.mp3	
77000061-a	cmn:lemma	这个	zhèige__orth:pīnyīn
77000061-a	cmn:exe	0	这个问题，我们也是很注意的。
77000061-a	cmn:count	这个	1
77000061-a	cmn:pron	这个	zhèige	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_256.mp3	
80001619-a	cmn:lemma	这个	zhèige__orth:pīnyīn
80001619-a	cmn:exe	0	这个问题，我们也是很注意的。
80001619-a	cmn:count	这个	1
80001619-a	cmn:pron	这个	zhèige	zh-pinyin	https://www.coelang.tufs.ac.jp/mt/zh/vmod/sound/word/word_256.mp3	
77000075-a	cmn:lemma	这个	zhèige__orth:pīnyīn
77000075-a	cmn:exe	0	这个问题，我们也是很注意的。
77000075-a	cmn:count	这个	1
